"股票代码","股票简称","高管姓名","高管职务","高管薪酬","高管性别","高管国籍","高管学历","高管毕业学校"
"603017.SH","中衡设计","李铮","副总经理","681800.0","女","中国","本科","不详"
"603017.SH","中衡设计","张谨","总工程师","857600.0","女","中国","本科","不详"
"603017.SH","中衡设计","张谨","总经理","857600.0","女","中国","本科","不详"
"603017.SH","中衡设计","詹新建","副总经理","843600.0","男","中国","本科","不详"
"603017.SH","中衡设计","张延成","副总经理","715800.0","男","中国","本科","不详"
"603017.SH","中衡设计","蒋文蓓","副总经理","835800.0","女","中国","硕士","不详"
"603017.SH","中衡设计","陆学君","副总经理","815800.0","男","中国","本科","不详"
"603017.SH","中衡设计","徐海英","副总经理, 财务总监","766500.0","女","中国","大专","不详"
"603010.SH","万盛股份","龚卫良","副总经理","144000.0","男","中国","大专","不详"
"603010.SH","万盛股份","高峰","副总经理","751700.0","男","中国","硕士","不详"
"603010.SH","万盛股份","周三昌","总经理, 财务负责人","695800.0","男","中国","硕士","不详"
"603010.SH","万盛股份","郑永祥","副总经理","983200.0","男","中国","硕士","中山大学"
"603010.SH","万盛股份","金译平","副总经理","644900.0","男","中国","本科","杭州大学"
"603010.SH","万盛股份","宋丽娟","副总经理, 董事会秘书","642400.0","女","中国","本科","不详"
"603010.SH","万盛股份","高强","副总经理","558000.0","男","中国","大专","不详"
"603010.SH","万盛股份","阮丹丹","证券事务代表","","女","中国","本科","不详"
"603015.SH","弘讯科技","俞田龙","总经理","712800.0","男","中国","本科","不详"
"603015.SH","弘讯科技","周筱龙","副总经理","618900.0","女","中国台湾","本科","不详"
"603015.SH","弘讯科技","阴昆","副总经理","426700.0","男","中国","本科","不详"
"603015.SH","弘讯科技","于洋","副总经理","566100.0","男","中国","本科","不详"
"603015.SH","弘讯科技","叶海萍","财务总监","371200.0","女","中国","本科","不详"
"603015.SH","弘讯科技","郑琴","董事会秘书","287500.0","女","中国","本科","不详"
"603012.SH","创力集团","方子君","副总经理","448400.0","男","中国","本科","不详"
"603012.SH","创力集团","于云萍","财务总监","","女","中国","大专","不详"
"603012.SH","创力集团","管亚平","总经理","540400.0","男","中国","本科","不详"
"603012.SH","创力集团","耿卫东","总工程师","444400.0","男","中国","本科","不详"
"603012.SH","创力集团","耿卫东","副总经理","444400.0","男","中国","本科","不详"
"603012.SH","创力集团","芮国洪","副总经理","420400.0","男","中国","本科","不详"
"603012.SH","创力集团","常玉林","董事会秘书","432400.0","男","中国","硕士","不详"
"603012.SH","创力集团","高翔","证券事务代表","","男","中国","本科","不详"
"603022.SH","新通联","王春","财务总监","232700.0","男","中国","本科","不详"
"603022.SH","新通联","黄庆平","副总经理","723300.0","男","中国","大专","不详"
"603022.SH","新通联","杨方明","副总经理","111000.0","女","中国","大专","不详"
"603022.SH","新通联","刘思佳","副总经理","101700.0","男","中国","本科","不详"
"603022.SH","新通联","曹文洁","总经理","654300.0","女","中国","本科","不详"
"603022.SH","新通联","徐宏菁","副总经理, 董事会秘书","347200.0","女","中国","本科","不详"
"603032.SH","德新交运","谌婷","证券事务代表","","女","中国","大专","不详"
"603032.SH","德新交运","黄宏","副总经理, 董事会秘书","188300.0","男","中国","本科","不详"
"603032.SH","德新交运","宋国强","总经理","239500.0","男","中国","硕士","不详"
"603032.SH","德新交运","阿依吐尔逊·依明","副总经理","","女","中国","硕士","不详"
"603032.SH","德新交运","陈军","财务总监","","男","中国","硕士","不详"
"603018.SH","中设集团","徐一岗","副总经理","1541400.0","男","中国","硕士","不详"
"603018.SH","中设集团","姚宇","副总经理","884700.0","男","中国","硕士","不详"
"603018.SH","中设集团","明图章","副总经理","2320900.0","男","中国","硕士","东南大学"
"603018.SH","中设集团","胡安兵","副总经理","1955400.0","男","中国","硕士","不详"
"603018.SH","中设集团","凌九忠","副总经理, 总工程师","1955400.0","男","中国","硕士","东南大学"
"603018.SH","中设集团","刘鹏","总经理","1969200.0","男","中国","本科","清华大学"
"603018.SH","中设集团","侯力纲","财务负责人","1797400.0","男","中国","硕士","不详"
"603018.SH","中设集团","侯力纲","副总经理","1797400.0","男","中国","硕士","不详"
"603018.SH","中设集团","范东涛","副总经理","1267400.0","男","中国","硕士","不详"
"603018.SH","中设集团","范东涛","董事会秘书","1267400.0","男","中国","硕士","不详"
"603020.SH","爱普股份","魏中浩","总经理","","男","中国","大专","不详"
"603020.SH","爱普股份","黄健","副总经理","752000.0","男","中国","大专","不详"
"603020.SH","爱普股份","徐耀忠","副总经理","698500.0","男","中国","硕士","不详"
"603020.SH","爱普股份","葛文斌","副总经理, 董事会秘书","862000.0","男","中国","本科","不详"
"603020.SH","爱普股份","冯林霞","财务总监","733600.0","女","中国","硕士","不详"
"603020.SH","爱普股份","冯林霞","副总经理","733600.0","女","中国","硕士","不详"
"603020.SH","爱普股份","孔史杰","证券事务代表","","男","中国","本科","不详"
"603023.SH","威帝股份","陈振华","总经理","488800.0","男","中国","大专","黑龙江省交通专科学校"
"603023.SH","威帝股份","崔建民","副总经理","108400.0","男","中国","本科","不详"
"603023.SH","威帝股份","郁琼","财务总监","180500.0","女","中国","大专","不详"
"603023.SH","威帝股份","郁琼","董事会秘书","180500.0","女","中国","大专","不详"
"603023.SH","威帝股份","王晓明","副总经理","","男","中国","硕士","不详"
"603023.SH","威帝股份","宋宝森","副总经理","","男","中国","博士","不详"
"603023.SH","威帝股份","周宝田","证券事务代表","86700.0","男","中国","大专","不详"
"603028.SH","赛福天","吴海峰","副总经理","66800.0","男","中国","硕士","不详"
"603028.SH","赛福天","杨雪","证券事务代表","","女","中国","硕士","不详"
"603028.SH","赛福天","赵祖印","财务总监","","男","中国","本科","不详"
"603028.SH","赛福天","白树青","副总经理","","男","中国","本科","不详"
"603028.SH","赛福天","钱悦","审计部负责人","","女","中国","本科","不详"
"603028.SH","赛福天","崔志强","总经理","400900.0","男","中国","硕士","不详"
"603028.SH","赛福天","林柱英","副总经理, 董事会秘书","301000.0","男","中国","硕士","不详"
"603028.SH","赛福天","杨岳民","常务副总经理","362900.0","男","中国","大专","不详"
"603028.SH","赛福天","杨岳民","总工程师","362900.0","男","中国","大专","不详"
"603028.SH","赛福天","胡文林","副总经理","292900.0","男","中国","本科","不详"
"603016.SH","新宏泰","赵敏海","总经理","1000300.0","男","中国","硕士","不详"
"603016.SH","新宏泰","高岩敏","财务总监","620200.0","女","中国","本科","不详"
"603016.SH","新宏泰","沈华","副总经理","461000.0","女","中国","本科","不详"
"603016.SH","新宏泰","陈建平","副总经理","451300.0","男","中国","高中","不详"
"603016.SH","新宏泰","冯伟祖","副总经理","448900.0","男","中国","本科","不详"
"603016.SH","新宏泰","杜建平","副总经理, 董事会秘书","404600.0","男","中国","本科","不详"
"603042.SH","华脉科技","姜汉斌","总经理","360000.0","男","中国","本科","不详"
"603042.SH","华脉科技","王晓甫","副总经理","285000.0","男","中国","本科","不详"
"603042.SH","华脉科技","吴珩","副总经理","288000.0","女","中国","本科","不详"
"603042.SH","华脉科技","窦云","副总经理","288000.0","女","中国","大专","不详"
"603042.SH","华脉科技","朱重北","董事会秘书","288000.0","男","中国","硕士","不详"
"603042.SH","华脉科技","焦自亮","副总经理","48200.0","男","中国","硕士","不详"
"603042.SH","华脉科技","王静","证券事务代表","","女","中国","本科","不详"
"603042.SH","华脉科技","岳卫星","副总经理","","男","中国","本科","不详"
"603042.SH","华脉科技","陆玉敏","财务总监","","女","中国","本科","不详"
"603025.SH","大豪科技","茹水强","副总经理","865000.0","男","中国","本科","不详"
"603025.SH","大豪科技","邢少鹏","副总经理","547000.0","男","中国","本科","不详"
"603025.SH","大豪科技","杨薇","证券事务代表","","不详","中国","不详","不详"
"603025.SH","大豪科技","孙雪理","副总经理","784000.0","男","中国","硕士","首都经济贸易大学||北京信息科技大学"
"603025.SH","大豪科技","谭庆","总经理","721000.0","男","中国","硕士","首都经济贸易大学"
"603025.SH","大豪科技","姚铁军","副总经理","877000.0","男","中国","大专","不详"
"603025.SH","大豪科技","杨葳","财务总监","704000.0","女","中国","硕士","对外经济贸易大学||北京联合大学"
"603025.SH","大豪科技","王晓军","董事会秘书","691000.0","男","中国","硕士","兰州商学院"
"603025.SH","大豪科技","王晓军","副总经理","691000.0","男","中国","硕士","兰州商学院"
"603025.SH","大豪科技","张建泉","副总经理","691000.0","男","中国","硕士","南京东南大学||中国人民大学"
"603021.SH","山东华鹏","李永建","副总经理, 董事会秘书","","男","中国","大专","不详"
"603021.SH","山东华鹏","王正义","总经理","280000.0","男","中国","大专","不详"
"603021.SH","山东华鹏","王代永","副总经理, 财务负责人","240000.0","男","中国","大专","不详"
"603021.SH","山东华鹏","王加民","副总经理","240000.0","男","中国","大专","不详"
"603021.SH","山东华鹏","王秀清","总工程师","240000.0","男","中国","大专","不详"
"603021.SH","山东华鹏","孙冬冬","证券事务代表","","男","中国","大专","不详"
"603021.SH","山东华鹏","李婧","审计部经理","","女","中国","大专","不详"
"603037.SH","凯众股份","侯瑞宏","副总经理","","男","中国","硕士","不详"
"603037.SH","凯众股份","杨建刚","总经理","","男","中国","硕士","不详"
"603037.SH","凯众股份","高丽","副总经理","","女","中国","大专","不详"
"603037.SH","凯众股份","侯振坤","副总经理","","男","中国","硕士","不详"
"603037.SH","凯众股份","宁武","副总经理","","男","中国","硕士","不详"
"603037.SH","凯众股份","黄海","董事会秘书, 财务总监","","男","中国","本科","不详"
"603037.SH","凯众股份","张君","证券事务代表","","女","中国","本科","不详"
"603029.SH","天鹅股份","王新亭","副总经理","236400.0","男","中国","本科","不详"
"603029.SH","天鹅股份","李占涛","副总经理","149300.0","男","中国","本科","不详"
"603029.SH","天鹅股份","吴维众","证券事务代表","","男","中国","本科","不详"
"603029.SH","天鹅股份","翟艳婷","财务总监","97400.0","女","中国","本科","不详"
"603029.SH","天鹅股份","郭金涛","审计部负责人","","男","中国","大专","不详"
"603029.SH","天鹅股份","吴俊英","总经理","601900.0","女","中国","硕士","不详"
"603029.SH","天鹅股份","李学江","副总经理","355300.0","男","中国","本科","不详"
"603029.SH","天鹅股份","杨丙生","副总经理","490400.0","男","中国","大专","不详"
"603029.SH","天鹅股份","王中兴","副总经理","130400.0","男","中国","大专","不详"
"603029.SH","天鹅股份","王友刚","董事会秘书","448300.0","男","中国","本科","不详"
"603029.SH","天鹅股份","王友刚","副总经理","448300.0","男","中国","本科","不详"
"603019.SH","中科曙光","王伟成","证券事务代表","331500.0","男","中国","本科","天津大学"
"603019.SH","中科曙光","翁启南","财务总监","447600.0","女","中国","本科","不详"
"603019.SH","中科曙光","任京暘","高级副总裁","","男","中国","本科","不详"
"603019.SH","中科曙光","历军","总裁","1567500.0","男","中国","硕士","不详"
"603019.SH","中科曙光","聂华","高级副总裁","1004700.0","男","中国","博士","北京科技大学"
"603019.SH","中科曙光","聂华","董事会秘书","1004700.0","男","中国","博士","北京科技大学"
"603019.SH","中科曙光","沙超群","高级副总裁","","男","中国","硕士","不详"
"603038.SH","华立股份","谭洪汝","总经理","596500.0","男","中国","硕士","不详"
"603038.SH","华立股份","卢旭球","副总经理","589400.0","男","中国","大专","不详"
"603038.SH","华立股份","谢志昆","技术中心主任","591800.0","男","中国","本科","不详"
"603038.SH","华立股份","谢志昆","副总经理","591800.0","男","中国","本科","不详"
"603038.SH","华立股份","王堂新","副总经理","593000.0","男","中国","大专","不详"
"603038.SH","华立股份","游秀珍","采购部副经理","148700.0","女","中国","大专","不详"
"603038.SH","华立股份","肖紫君","副总经理, 董事会秘书","590100.0","女","中国","硕士","不详"
"603038.SH","华立股份","肖紫君","代财务总监","590100.0","女","中国","硕士","不详"
"603038.SH","华立股份","肖谋琅","证券事务代表","","男","中国","不详","不详"
"603027.SH","千禾味业","王晓锋","证券事务代表","","男","中国","硕士","不详"
"603027.SH","千禾味业","伍超群","总裁","660000.0","男","中国","硕士","不详"
"603027.SH","千禾味业","刘德华","副总裁","401500.0","男","中国","大专","不详"
"603027.SH","千禾味业","何天奎","财务总监","258000.0","男","中国","本科","不详"
"603027.SH","千禾味业","吕科霖","董事会秘书","173400.0","女","中国","本科","不详"
"603039.SH","泛微网络","韦利东","总经理","540000.0","男","中国","本科","不详"
"603039.SH","泛微网络","包小娟","财务总监","675000.0","女","中国","本科","不详"
"603039.SH","泛微网络","周琳","证券事务代表","218500.0","女","中国","硕士","不详"
"603039.SH","泛微网络","隋清","副总经理","781600.0","男","中国","本科","不详"
"603039.SH","泛微网络","王晨志","副总经理","996100.0","男","中国","硕士","不详"
"603039.SH","泛微网络","杨国生","副总经理","899900.0","男","中国","本科","不详"
"603039.SH","泛微网络","金戈","副总经理, 董事会秘书","648000.0","男","中国","本科","不详"
"603039.SH","泛微网络","胡波","副总经理","857000.0","男","中国","本科","不详"
"603026.SH","石大胜华","于海明","总经理","796500.0","男","中国","本科","中国石油大学"
"603026.SH","石大胜华","郑军","副总经理","730900.0","男","中国","硕士","中国石油大学"
"603026.SH","石大胜华","吕俊奇","副总经理, 董事会秘书","697500.0","男","中国","本科","中国石油大学"
"603026.SH","石大胜华","宋会宝","总会计师","528900.0","男","中国","硕士","天津财经大学||青岛大学"
"603026.SH","石大胜华","丁伟涛","副总经理","948400.0","男","中国","本科","中国石油大学"
"603035.SH","常熟汽饰","吴海江","副总经理","0.0","男","中国","本科","不详"
"603035.SH","常熟汽饰","陶建兵","副总经理","1607500.0","男","中国","硕士","不详"
"603035.SH","常熟汽饰","王卫清","副总经理","1320800.0","女","中国","大专","不详"
"603035.SH","常熟汽饰","孙峰","副总经理","776000.0","男","中国","硕士","不详"
"603035.SH","常熟汽饰","曹胜","证券事务代表","","男","中国","不详","不详"
"603035.SH","常熟汽饰","罗喜芳","副总经理, 董事会秘书","400200.0","女","中国","本科","不详"
"603035.SH","常熟汽饰","曾繁钊","总经理","367200.0","男","法国","硕士","不详"
"603035.SH","常熟汽饰","罗正芳","财务总监","","男","中国","大专","不详"
"603030.SH","全筑股份","陈文","总经理","410000.0","男","中国","本科","同济大学"
"603030.SH","全筑股份","丛中笑","副总经理","370000.0","男","中国","本科","不详"
"603030.SH","全筑股份","蒋惠霆","副总经理","360000.0","男","中国","硕士","同济大学"
"603030.SH","全筑股份","李勇","副总经理, 董事会秘书","340000.0","男","中国","本科","不详"
"603030.SH","全筑股份","李福刚","财务总监","330000.0","男","中国","硕士","不详"
"603030.SH","全筑股份","李福刚","副总经理","330000.0","男","中国","硕士","不详"
"603031.SH","安德利","姚忠发","副总经理","187100.0","男","中国","大专","不详"
"603031.SH","安德利","李立东","副总经理","184400.0","男","中国","硕士","不详"
"603031.SH","安德利","刘章宏","副总经理","180500.0","男","中国","硕士","不详"
"603031.SH","安德利","周同江","副总经理","155100.0","男","中国","大专","不详"
"603031.SH","安德利","周元灿","财务总监","177100.0","男","中国","大专","不详"
"603031.SH","安德利","凌晓明","总经理","","女","中国","硕士","不详"
"603031.SH","安德利","任等平","副总经理","","男","中国","硕士","不详"
"603031.SH","安德利","王成","董事会秘书","","男","中国","本科","不详"
"603041.SH","美思德","孙宇","总经理","876600.0","男","中国","硕士","不详"
"603041.SH","美思德","张伟","副总经理","728800.0","男","中国","硕士","不详"
"603041.SH","美思德","陈青","副总经理, 董事会秘书","1251400.0","女","中国","本科","不详"
"603041.SH","美思德","徐开进","财务负责人","350700.0","男","中国","本科","不详"
"603041.SH","美思德","付佳慧","证券事务代表","","女","中国","不详","不详"
"603041.SH","美思德","Steven Paul Hulme","副总经理","","男","英国","不详","不详"
"603036.SH","如通股份","许波兵","总经理","234000.0","男","中国","本科","不详"
"603036.SH","如通股份","张友付","副总经理","214600.0","男","中国","大专","不详"
"603036.SH","如通股份","何云华","总工程师","217500.0","男","中国","本科","不详"
"603036.SH","如通股份","陈小锋","副总经理, 董事会秘书","218500.0","男","中国","硕士","不详"
"603036.SH","如通股份","镇国毅","财务总监","58400.0","男","中国","本科","不详"
"603045.SH","福达合金","赵继州","证券事务代表","","男","中国","本科","不详"
"603045.SH","福达合金","王达武","总经理","","男","中国","大专","不详"
"603045.SH","福达合金","陈松扬","副总经理, 董事会秘书","","男","中国","本科","不详"
"603045.SH","福达合金","柏小平","技术总监","","男","中国","本科","不详"
"603045.SH","福达合金","崔世泽","财务总监","","男","中国","大专","不详"
"603043.SH","广州酒家","徐伟兵","总经理","676200.0","男","中国","硕士","不详"
"603043.SH","广州酒家","李立令","副总经理, 董事会秘书","637200.0","男","中国","本科","不详"
"603043.SH","广州酒家","赵利平","副总经理","615100.0","男","中国","硕士","不详"
"603043.SH","广州酒家","卢加","财务总监","400600.0","女","中国","本科","不详"
"603043.SH","广州酒家","潘建国","副总经理","","男","中国","博士","不详"
"603050.SH","科林电气","屈国旺","总经理","433700.0","男","中国","本科","不详"
"603050.SH","科林电气","董彩宏","副总经理","418600.0","女","中国","本科","不详"
"603050.SH","科林电气","董彩宏","财务总监","418600.0","女","中国","本科","不详"
"603050.SH","科林电气","王永","副总经理","349400.0","男","中国","大专","不详"
"603050.SH","科林电气","宋建玲","副总经理, 董事会秘书","223200.0","女","中国","本科","不详"
"603050.SH","科林电气","任月吉","副总经理","395900.0","男","中国","本科","不详"
"603050.SH","科林电气","李新","证券事务代表","","男","中国","本科","不详"
"603033.SH","三维股份","李晓林","副总经理","286900.0","男","中国","中专","不详"
"603033.SH","三维股份","景公会","副总经理","391000.0","男","中国","高中","不详"
"603033.SH","三维股份","温寿东","副总经理","395000.0","男","中国","本科","不详"
"603033.SH","三维股份","顾晨晖","财务总监","397600.0","男","中国","硕士","不详"
"603033.SH","三维股份","顾晨晖","董事会秘书","397600.0","男","中国","硕士","不详"
"603033.SH","三维股份","陈晓宇","总经理","216700.0","男","中国","本科","不详"
"603033.SH","三维股份","杨圣会","审计部负责人","","男","中国","不详","不详"
"603033.SH","三维股份","张雷","证券事务代表","","男","中国","本科","不详"
"603040.SH","新坐标","徐纳","总经理","880000.0","男","中国","硕士","不详"
"603040.SH","新坐标","徐纳","代财务总监","880000.0","男","中国","硕士","不详"
"603040.SH","新坐标","胡欣","副总经理","334000.0","女","中国","本科","不详"
"603040.SH","新坐标","丰友生","副总经理","370000.0","男","中国","本科","不详"
"603040.SH","新坐标","姚国兴","副总经理","380000.0","男","中国","大专","不详"
"603040.SH","新坐标","郑晓玲","副总经理, 董事会秘书","320000.0","女","中国","本科","不详"
"603056.SH","德邦股份","崔维星","总经理","3400700.0","男","中国","硕士","不详"
"603056.SH","德邦股份","崔维刚","副总经理","1753800.0","男","中国","本科","不详"
"603056.SH","德邦股份","韩永彦","副总经理","1730800.0","男","中国","本科","不详"
"603056.SH","德邦股份","黄华波","副总经理","1555300.0","男","中国","大专","不详"
"603056.SH","德邦股份","单剑林","副总经理","985100.0","男","中国","本科","不详"
"603056.SH","德邦股份","单剑林","财务负责人","985100.0","男","中国","本科","不详"
"603056.SH","德邦股份","汤先保","董事会秘书","915200.0","男","中国","本科","不详"
"603056.SH","德邦股份","汤先保","副总经理","915200.0","男","中国","本科","不详"
"603056.SH","德邦股份","秦品强","证券事务代表","","男","中国","本科","不详"
"603056.SH","德邦股份","田民芽","副总经理","","男","中国","本科","不详"
"603067.SH","振华股份","阮国斌","副总经理","385400.0","男","中国","中专","不详"
"603067.SH","振华股份","柯愈胜","总经理","494600.0","男","中国","中专","不详"
"603067.SH","振华股份","柯尊友","副总经理","436700.0","男","中国","中专","不详"
"603067.SH","振华股份","杨帆","财务总监","354600.0","男","中国","中专","不详"
"603067.SH","振华股份","陈前炎","副总经理","355900.0","男","中国","大专","不详"
"603067.SH","振华股份","陈前炎","董事会秘书","355900.0","男","中国","大专","不详"
"603067.SH","振华股份","石大学","副总经理","376900.0","男","中国","本科","不详"
"603067.SH","振华股份","石义朗","副总经理","366000.0","男","中国","本科","不详"
"603067.SH","振华股份","朱士杰","证券事务代表","","女","中国","本科","不详"
"603058.SH","永吉股份","黄凯","常务副总经理","518300.0","男","中国","不详","不详"
"603058.SH","永吉股份","王忱","财务总监","60000.0","男","中国","本科","不详"
"603058.SH","永吉股份","李秀玉","总经理","516200.0","女","中国","高中","不详"
"603058.SH","永吉股份","黄革","副总经理","517500.0","男","中国","高中","不详"
"603058.SH","永吉股份","孔德新","副总经理","517500.0","男","中国","高中","不详"
"603058.SH","永吉股份","杨顺祥","副总经理","518400.0","男","中国","高中","不详"
"603058.SH","永吉股份","余根潇","董事会秘书","516200.0","男","中国","大专","不详"
"603058.SH","永吉股份","刘芹","证券事务代表","","女","中国","本科","不详"
"603055.SH","台华新材","沈卫锋","总经理","1293100.0","男","中国","不详","不详"
"603055.SH","台华新材","李和男","常务副总经理","1019800.0","男","中国台湾","本科","不详"
"603055.SH","台华新材","丁忠华","副总经理","654100.0","男","中国","大专","不详"
"603055.SH","台华新材","施华钢","副总经理","1069300.0","男","中国香港","不详","不详"
"603055.SH","台华新材","李增华","财务总监","751200.0","男","中国","本科","不详"
"603055.SH","台华新材","吴为岁","证券事务代表","","男","中国","不详","不详"
"603055.SH","台华新材","戴涛","董事会秘书","0.0","男","中国","硕士","不详"
"603060.SH","国检集团","石新勇","副总经理","750000.0","男","中国","本科","不详"
"603060.SH","国检集团","朱连滨","副总经理","660000.0","男","中国","博士","不详"
"603060.SH","国检集团","陈璐","副总经理","600000.0","女","中国","硕士","不详"
"603060.SH","国检集团","刘元新","副总经理","600000.0","男","中国","本科","不详"
"603060.SH","国检集团","秦宪明","副总经理","600000.0","男","中国","本科","不详"
"603060.SH","国检集团","马振珠","总经理","1150000.0","男","中国","不详","不详"
"603060.SH","国检集团","宋开森","副总经理, 董事会秘书","","男","中国","本科","不详"
"603060.SH","国检集团","吕和义","财务总监","","男","中国","硕士","不详"
"603060.SH","国检集团","庄伟","证券事务代表","","女","中国","硕士","不详"
"603077.SH","和邦生物","王亚西","副总经理","389900.0","男","中国","大专","不详"
"603077.SH","和邦生物","王军","副总经理, 财务总监","309900.0","男","中国","本科","不详"
"603077.SH","和邦生物","莫融","董事会秘书","388400.0","男","中国","本科","不详"
"603077.SH","和邦生物","缪成云","审计监察部主任","156400.0","男","中国","大专","不详"
"603077.SH","和邦生物","杨爱平","总厂副厂长","","男","中国","大专","不详"
"603077.SH","和邦生物","杨惠容","工艺纪律检查委员会主任","572400.0","女","中国","大专","不详"
"603077.SH","和邦生物","杨惠容","总经理","572400.0","女","中国","大专","不详"
"603077.SH","和邦生物","郑闽","证券事务代表","","女","中国","本科","不详"
"603077.SH","和邦生物","刘安平","副总经理","317800.0","男","中国","本科","不详"
"603079.SH","圣达生物","朱勇刚","总经理","1170800.0","男","中国","硕士","不详"
"603079.SH","圣达生物","徐建新","副总经理, 董事会秘书","523200.0","男","中国","本科","不详"
"603079.SH","圣达生物","庞晗","副总经理","489400.0","男","中国","大专","不详"
"603079.SH","圣达生物","周斌","副总经理","370600.0","男","中国","本科","不详"
"603079.SH","圣达生物","徐桂花","财务总监","380800.0","女","中国","大专","不详"
"603079.SH","圣达生物","吕宏初","副总经理","","男","中国","不详","不详"
"603079.SH","圣达生物","郑广","副总经理","","男","中国","不详","不详"
"603069.SH","海汽集团","符人恩","总会计师, 董事会秘书","23000.0","男","中国","硕士","不详"
"603069.SH","海汽集团","云理华","证券事务代表","","男","中国","本科","不详"
"603069.SH","海汽集团","刘海荣","总经理","","男","中国","硕士","不详"
"603069.SH","海汽集团","牛干","副总经理","440000.0","男","中国","本科","不详"
"603069.SH","海汽集团","林顺雄","副总经理","450000.0","男","中国","硕士","不详"
"603059.SH","倍加洁","张文生","总经理","1122000.0","男","中国","中专","不详"
"603059.SH","倍加洁","王新余","副总经理, 董事会秘书","233800.0","男","中国","本科","不详"
"603059.SH","倍加洁","嵇玉芳","财务总监","233800.0","女","中国","大专","不详"
"603059.SH","倍加洁","姜强","副总经理","356800.0","男","中国","本科","不详"
"603078.SH","江化微","殷福华","总经理","502000.0","男","中国","大专","不详"
"603078.SH","江化微","唐艳","财务总监","251500.0","女","中国","大专","不详"
"603078.SH","江化微","姚玮","副总经理","403800.0","男","中国","本科","不详"
"603078.SH","江化微","邵勇","副总经理","401800.0","男","中国","本科","不详"
"603078.SH","江化微","朱永刚","副总经理","352000.0","男","中国","大专","不详"
"603078.SH","江化微","汪洋","董事会秘书","","男","中国","本科","不详"
"603086.SH","先达股份","陈鸣宇","副总经理","228200.0","男","中国","本科","不详"
"603086.SH","先达股份","陈鸣宇","财务总监","228200.0","男","中国","本科","不详"
"603086.SH","先达股份","姚长明","副总经理","267400.0","男","中国","不详","不详"
"603086.SH","先达股份","李壮","副总经理","266800.0","男","中国","本科","不详"
"603086.SH","先达股份","刘相水","总经理","234200.0","男","中国","本科","不详"
"603086.SH","先达股份","江广同","董事会秘书","111200.0","男","中国","本科","不详"
"603083.SH","剑桥科技","Gerald G Wong","总经理","2200800.0","男","美国","硕士","不详"
"603083.SH","剑桥科技","赵海波","副总经理","1427200.0","男","中国","硕士","不详"
"603083.SH","剑桥科技","黎雄应","财务总监","649600.0","男","中国","硕士","不详"
"603083.SH","剑桥科技","谢冲","副总经理, 董事会秘书","689500.0","男","加拿大","硕士","不详"
"603083.SH","剑桥科技","徐峥嵘","证券事务代表","","男","中国","本科","不详"
"603083.SH","剑桥科技","刘毅","证券事务代表","","男","中国","本科","不详"
"603076.SH","乐惠国际","黄粤宁","总经理","600000.0","男","中国","硕士","不详"
"603076.SH","乐惠国际","于化和","副总经理","507900.0","男","中国","大专","不详"
"603076.SH","乐惠国际","刘飞","副总经理","358800.0","男","中国","硕士","不详"
"603076.SH","乐惠国际","董向阳","副总经理","299200.0","男","中国","硕士","不详"
"603076.SH","乐惠国际","吴勃","财务负责人","198200.0","男","中国","本科","不详"
"603076.SH","乐惠国际","吴再红","董事会秘书","196200.0","女","中国","本科","不详"
"603076.SH","乐惠国际","万财飞","副总经理","","男","中国","大专","不详"
"603076.SH","乐惠国际","曾令国","审计部经理","","男","中国","本科","不详"
"603063.SH","禾望电气","韩玉","总经理","328000.0","男","中国","博士","不详"
"603063.SH","禾望电气","夏泉波","副总经理","302000.0","男","中国","本科","不详"
"603063.SH","禾望电气","郑大鹏","副总经理","1220000.0","男","中国","博士","不详"
"603063.SH","禾望电气","刘济洲","董事会秘书","684000.0","男","中国","硕士","不详"
"603063.SH","禾望电气","肖安波","副总经理","390000.0","男","中国","本科","不详"
"603063.SH","禾望电气","蔡海涛","副总经理","650000.0","男","中国","硕士","不详"
"603063.SH","禾望电气","陈文锋","财务总监","459600.0","男","中国","本科","不详"
"603063.SH","禾望电气","曹阳","证券事务代表","","女","中国","本科","不详"
"603063.SH","禾望电气","曹阳","内部审计部负责人","","女","中国","本科","不详"
"603063.SH","禾望电气","王永","副总经理","0.0","男","中国","本科","不详"
"603081.SH","大丰实业","丰华","总经理","686000.0","男","中国","本科","不详"
"603081.SH","大丰实业","丰华","代董事会秘书","686000.0","男","中国","本科","不详"
"603081.SH","大丰实业","丰岳","副总经理","500000.0","男","中国","中专","不详"
"603081.SH","大丰实业","丰其云","副总经理","531200.0","男","中国","本科","不详"
"603081.SH","大丰实业","赵红美","副总经理","596000.0","女","中国","大专","不详"
"603081.SH","大丰实业","杨金生","副总经理","596000.0","男","中国","大专","不详"
"603081.SH","大丰实业","陆均林","副总经理","516000.0","男","中国","本科","不详"
"603081.SH","大丰实业","陈林波","副总经理","303700.0","男","中国","大专","不详"
"603081.SH","大丰实业","许兆敏","财务总监","232200.0","女","中国","高中","不详"
"603081.SH","大丰实业","尹温杰","证券事务代表","","男","中国","硕士","不详"
"603066.SH","音飞储存","金跃跃","总经理","","男","中国","硕士","南京理工大学"
"603066.SH","音飞储存","戚海平","财务总监","","男","中国","本科","东北财经大学"
"603066.SH","音飞储存","徐秦烨","董事会秘书","","女","中国","本科","不详"
"603066.SH","音飞储存","钱川","证券事务代表","","男","中国","本科","不详"
