"股票代码","股票简称","高管姓名","高管职务","高管薪酬","高管性别","高管国籍","高管学历","高管毕业学校"
"000007.SZ","全新好","智德宇","总经理","650700.0","女","中国","本科","不详"
"000007.SZ","全新好","陈伟彬","董事会秘书","347900.0","男","中国","本科","不详"
"000007.SZ","全新好","杨莎娜","财务总监","","女","中国","本科","不详"
"000007.SZ","全新好","周原","副总经理","530800.0","男","中国","本科","不详"
"000010.SZ","美丽生态","何婷","证券事务代表","","女","中国","本科","不详"
"000010.SZ","美丽生态","郭为星","副总经理","121900.0","男","中国","不详","不详"
"000010.SZ","美丽生态","高仁金","副总经理","121900.0","男","中国","不详","不详"
"000010.SZ","美丽生态","李德友","总经理","101400.0","男","中国","本科","不详"
"000010.SZ","美丽生态","林松","常务副总经理","","男","中国","硕士","不详"
"000010.SZ","美丽生态","詹文青","财务负责人","","男","中国","本科","不详"
"000010.SZ","美丽生态","卜绍芳","审计经理","","男","中国","本科","不详"
"000010.SZ","美丽生态","金小刚","董事会秘书","","男","中国","硕士","不详"
"000046.SZ","泛海控股","刘国升","财务总监","5600000.0","男","中国","硕士","杭州电子工业学院||武汉大学"
"000046.SZ","泛海控股","陆洋","证券事务代表","","男","中国","本科","不详"
"000046.SZ","泛海控股","陈怀东","董事会秘书","4860000.0","男","中国","本科","不详"
"000046.SZ","泛海控股","陈怀东","副总裁","4860000.0","男","中国","本科","不详"
"000046.SZ","泛海控股","舒高勇","副总裁","3472800.0","男","中国","博士","不详"
"000046.SZ","泛海控股","李秀红","证券事务代表","","女","中国","硕士","不详"
"000046.SZ","泛海控股","程果琦","法律合规总监, 风险控制总监","","男","中国","硕士","不详"
"000046.SZ","泛海控股","宋宏谋","总裁","4681000.0","男","中国","博士","不详"
"000046.SZ","泛海控股","李能","人力资源总监","0.0","男","中国","本科","不详"
"000046.SZ","泛海控股","李能","人力行政总监","0.0","男","中国","本科","不详"
"000046.SZ","泛海控股","陈基建","审计监察总监","3591000.0","男","中国","硕士","不详"
"000046.SZ","泛海控股","潘瑞平","行政总监","2600000.0","男","中国","硕士","不详"
"000046.SZ","泛海控股","潘瑞平","副总裁","2600000.0","男","中国","硕士","不详"
"000065.SZ","北方国际","杜晓东","董事会秘书","821100.0","男","中国","硕士","悉尼麦考瑞大学||南京理工大学||北京理工大学"
"000065.SZ","北方国际","单钧","副总经理","864300.0","男","中国","本科","北京工业大学"
"000065.SZ","北方国际","王晓冰","副总经理","896700.0","男","中国","本科","北方交通大学"
"000065.SZ","北方国际","郭永春","副总经理","752600.0","男","中国","硕士","不详"
"000065.SZ","北方国际","原军","总经理","","男","中国","本科","不详"
"000065.SZ","北方国际","刘博","证券事务代表","","不详","中国","不详","不详"
"000065.SZ","北方国际","陈翔","副总经理","","男","中国","硕士","不详"
"000065.SZ","北方国际","郝峰","副总经理","1080300.0","男","中国","博士","不详"
"000065.SZ","北方国际","严家建","财务总监","821100.0","男","中国","硕士","不详"
"000006.SZ","深振业A","杜汛","董事会办公室主任","720400.0","女","中国","本科","不详"
"000006.SZ","深振业A","杜汛","董事会秘书","720400.0","女","中国","本科","不详"
"000006.SZ","深振业A","于冰","财务总监","500000.0","女","中国","硕士","不详"
"000006.SZ","深振业A","刘新馨","审计部总经理","","女","中国","硕士","不详"
"000006.SZ","深振业A","李伟","副总裁","987800.0","男","中国","本科","不详"
"000006.SZ","深振业A","朱新宏","总裁","690600.0","男","中国","硕士","不详"
"000006.SZ","深振业A","张光柳","副总裁","","男","中国","硕士","不详"
"000006.SZ","深振业A","罗丽芬","证券事务代表","","女","中国","硕士","不详"
"000006.SZ","深振业A","杨晓东","副总裁","851000.0","男","中国","本科","不详"
"000006.SZ","深振业A","高峰","代计划财务部总经理","","男","中国","硕士","不详"
"000066.SZ","中国长城","周庚申","高级副总裁","1109700.0","男","中国","硕士","清华大学"
"000066.SZ","中国长城","郭镇","董事会秘书","657900.0","男","中国","硕士","深圳大学||东北财经大学"
"000066.SZ","中国长城","于吉永","副总裁","172900.0","男","中国","本科","清华大学"
"000066.SZ","中国长城","彭海朝","副总裁","173800.0","男","中国","硕士","西安电子科技大学"
"000066.SZ","中国长城","周在龙","高级副总裁","299900.0","男","中国","硕士","不详"
"000066.SZ","中国长城","徐刚","总裁","340500.0","男","中国","硕士","不详"
"000066.SZ","中国长城","戴湘桃","高级副总裁","356600.0","男","中国","本科","不详"
"000066.SZ","中国长城","刘文彬","财务总监","327100.0","男","中国","硕士","不详"
"000066.SZ","中国长城","段军","高级副总裁","136300.0","男","中国","本科","不详"
"000066.SZ","中国长城","段军","总法律顾问","136300.0","男","中国","本科","不详"
"000066.SZ","中国长城","邓文韬","证券事务代表","","男","中国","本科","不详"
"000009.SZ","中国宝安","陈平","副总裁","3625600.0","男","中国","博士","不详"
"000009.SZ","中国宝安","贺德华","财务总监, 高级副总裁","2206900.0","男","中国","大专","不详"
"000009.SZ","中国宝安","陈政立","总裁","5341900.0","男","中国","硕士","不详"
"000009.SZ","中国宝安","钟征宇","高级副总裁","4335300.0","男","中国","硕士","不详"
"000009.SZ","中国宝安","唐智乐","证券事务代表","","男","中国","硕士","不详"
"000009.SZ","中国宝安","张渠","副总裁","2827300.0","男","中国","硕士","不详"
"000009.SZ","中国宝安","郭山清","董事局秘书","2721400.0","男","中国","硕士","不详"
"000027.SZ","深圳能源","邵崇","董事会秘书","768600.0","男","中国","博士","不详"
"000027.SZ","深圳能源","郭志东","副总经理","889900.0","男","中国","博士","不详"
"000027.SZ","深圳能源","李英峰","副总经理","848300.0","男","中国","本科","不详"
"000027.SZ","深圳能源","徐同彪","总经济师","","男","中国","硕士","不详"
"000027.SZ","深圳能源","孙启云","副总经理","","男","中国","本科","不详"
"000027.SZ","深圳能源","周朝晖","证券事务代表","","男","中国","不详","不详"
"000027.SZ","深圳能源","秦士孝","副总经理","985500.0","男","中国","硕士","不详"
"000027.SZ","深圳能源","俞浩","财务总监","500000.0","女","中国","硕士","不详"
"000027.SZ","深圳能源","杨锡龙","副总裁","","男","中国","本科","不详"
"000014.SZ","沙河股份","温毅","总经理","870500.0","男","中国","硕士","不详"
"000014.SZ","沙河股份","王凡","董事会秘书","512200.0","男","中国","硕士","不详"
"000014.SZ","沙河股份","熊跃华","副总经理","745900.0","男","中国","本科","不详"
"000014.SZ","沙河股份","赵忠","副总经理","745900.0","男","中国","硕士","不详"
"000014.SZ","沙河股份","徐美平","副总经理","745900.0","男","中国","硕士","不详"
"000014.SZ","沙河股份","赖育明","副总经理","487000.0","男","中国","硕士","不详"
"000034.SZ","神州数码","郭为","总裁","520000.0","男","中国","硕士","中国科技大学"
"000034.SZ","神州数码","辛昕","财务总监","19000.0","女","中国","本科","不详"
"000034.SZ","神州数码","韩智敏","副总裁","","男","中国","硕士","不详"
"000034.SZ","神州数码","吕敬","副总裁","","男","中国","硕士","不详"
"000034.SZ","神州数码","汤凯","技术总监","","男","中国","本科","不详"
"000034.SZ","神州数码","陈振坤","运营总监","","男","中国","硕士","不详"
"000034.SZ","神州数码","孙丹梅","证券事务代表","507800.0","女","中国","硕士","不详"
"000034.SZ","神州数码","李岩","人力资源总监","1246300.0","女","中国","硕士","不详"
"000034.SZ","神州数码","叶海强","副总裁","1367000.0","男","中国","本科","不详"
"000034.SZ","神州数码","张赐安","副总裁","1330100.0","男","中国","硕士","不详"
"000034.SZ","神州数码","周立达","副总裁","1340800.0","男","中国","中专","不详"
"000034.SZ","神州数码","王继业","董事会秘书","769700.0","女","中国","硕士","不详"
"000088.SZ","盐田港","黄黎忠","总经理","713100.0","男","中国","硕士","不详"
"000088.SZ","盐田港","李安民","副总经理","643900.0","男","中国","本科","不详"
"000088.SZ","盐田港","黄旋","副总经理","536600.0","男","中国","硕士","不详"
"000088.SZ","盐田港","冯强","副总经理","643900.0","男","中国","硕士","不详"
"000088.SZ","盐田港","陈磊","董事会秘书","500000.0","男","中国","硕士","不详"
"000088.SZ","盐田港","李峰","总工程师","462900.0","男","中国","本科","不详"
"000088.SZ","盐田港","孙晓冬","副总经理","","男","中国","本科","不详"
"000088.SZ","盐田港","凌平","财务总监","","女","中国","本科","不详"
"000088.SZ","盐田港","罗静涛","证券事务代表","","男","中国","本科","武汉大学"
"000035.SZ","中国天楹","陈国裕","副总裁","250000.0","男","中国","硕士","不详"
"000035.SZ","中国天楹","杨钧","内部审计负责人","","男","中国","本科","不详"
"000035.SZ","中国天楹","陈云","证券事务代表","","女","中国","本科","不详"
"000035.SZ","中国天楹","曹德标","总裁","360000.0","男","中国","硕士","不详"
"000035.SZ","中国天楹","茅洪菊","副总裁","250000.0","女","中国","大专","不详"
"000035.SZ","中国天楹","陈竹","副总裁","250000.0","男","中国","本科","不详"
"000035.SZ","中国天楹","陆平","副总裁","250000.0","男","中国","本科","不详"
"000035.SZ","中国天楹","景兴东","副总裁","250000.0","男","中国","大专","不详"
"000035.SZ","中国天楹","高清","副总裁","250000.0","男","中国","硕士","不详"
"000035.SZ","中国天楹","张建民","财务总监","250000.0","男","中国","硕士","不详"
"000035.SZ","中国天楹","郭峰伟","副总裁","250000.0","男","中国","硕士","不详"
"000035.SZ","中国天楹","程健","副总裁","250000.0","男","中国","本科","不详"
"000035.SZ","中国天楹","程健","董事会秘书","250000.0","男","中国","本科","不详"
"000016.SZ","深康佳A","何建军","副总裁","1393000.0","男","中国","本科","不详"
"000016.SZ","深康佳A","吴勇军","董事局秘书","1501000.0","男","中国","硕士","不详"
"000016.SZ","深康佳A","李宏韬","副总裁","1393000.0","男","中国","本科","不详"
"000016.SZ","深康佳A","周彬","总裁","1846900.0","男","中国","本科","不详"
"000016.SZ","深康佳A","李春雷","财务总监","1507000.0","男","中国","硕士","不详"
"000016.SZ","深康佳A","杨波","副总裁","668600.0","男","中国","硕士","不详"
"000016.SZ","深康佳A","曹士平","副总裁","1693200.0","男","中国","硕士","不详"
"000016.SZ","深康佳A","孙清岩","副总裁","575200.0","男","中国","博士","不详"
"000016.SZ","深康佳A","苗雷强","证券事务代表","","男","中国","硕士","不详"
"000043.SZ","中航善达","杨祥","董事会秘书","987300.0","男","中国","硕士","不详"
"000043.SZ","中航善达","钟宏伟","总经理","348600.0","男","中国","硕士","不详"
"000043.SZ","中航善达","张秀成","财务负责人","987300.0","男","中国","本科","不详"
"000043.SZ","中航善达","张秀成","总会计师","987300.0","男","中国","本科","不详"
"000043.SZ","中航善达","刘文波","副总经理","1564400.0","男","中国","硕士","不详"
"000019.SZ","深深宝A","胡翔海","总经理","","男","中国","硕士","不详"
"000019.SZ","深深宝A","金贞媛","财务总监","","女","中国","硕士","不详"
"000019.SZ","深深宝A","王芳成","董事会秘书","","男","中国","硕士","不详"
"000019.SZ","深深宝A","曹学林","副总经理","","男","中国","博士","不详"
"000019.SZ","深深宝A","叶青云","副总经理","","男","中国","本科","不详"
"000019.SZ","深深宝A","戴斌","副总经理","","男","中国","硕士","不详"
"000019.SZ","深深宝A","马增海","内审部部长","","男","中国","硕士","不详"
"000019.SZ","深深宝A","黄冰夏","证券事务代表","","女","中国","硕士","不详"
"000155.SZ","川能动力","陶旗","总经理","362000.0","男","中国","硕士","不详"
"000155.SZ","川能动力","张杰","常务副总经理","283900.0","男","中国","硕士","不详"
"000155.SZ","川能动力","徐海燕","副总经理","255500.0","女","中国","硕士","不详"
"000155.SZ","川能动力","王大海","财务负责人","223600.0","男","中国","硕士","不详"
"000155.SZ","川能动力","张斌","董事会秘书","","女","中国","本科","不详"
"000155.SZ","川能动力","付佳","证券事务代表","","女","中国","本科","不详"
"000026.SZ","飞亚达A","卢炳强","副总经理","1393800.0","男","中国","本科","不详"
"000026.SZ","飞亚达A","陈立彬","总经理","1444500.0","男","中国","硕士","广东省委党校"
"000026.SZ","飞亚达A","张勇","证券事务代表","","男","中国","不详","不详"
"000026.SZ","飞亚达A","陈卓","总会计师","1409400.0","男","中国","硕士","武汉大学"
"000026.SZ","飞亚达A","刘晓明","副总经理","1546800.0","男","中国","硕士","不详"
"000026.SZ","飞亚达A","潘波","副总经理","1520400.0","男","中国","硕士","不详"
"000026.SZ","飞亚达A","李明","副总经理","1385600.0","男","中国","硕士","不详"
"000026.SZ","飞亚达A","陆万军","副总经理","1387200.0","男","中国","硕士","不详"
"000026.SZ","飞亚达A","陆万军","董事会秘书","1387200.0","男","中国","硕士","不详"
"000056.SZ","皇庭国际","曹剑","董事会秘书","1219500.0","男","中国","硕士","广东商学院"
"000056.SZ","皇庭国际","陈小海","总经理","2030600.0","男","中国","本科","中山大学"
"000056.SZ","皇庭国际","吴小霜","证券事务代表","362000.0","女","中国","本科","中国政法大学"
"000056.SZ","皇庭国际","李亚莉","财务总监","","女","中国","硕士","不详"
"000031.SZ","中粮地产","曹荣根","总经理","2485800.0","男","中国","本科","不详"
"000031.SZ","中粮地产","李晋扬","常务副总经理","1841800.0","男","中国","硕士","清华大学"
"000031.SZ","中粮地产","叶雄","副总经理","1424300.0","男","中国","硕士","不详"
"000031.SZ","中粮地产","冯安静","副总经理","1105300.0","男","中国","本科","不详"
"000031.SZ","中粮地产","范步登","证券事务代表","","男","中国","本科","不详"
"000031.SZ","中粮地产","张建国","财务总监","1719700.0","男","中国","硕士","不详"
"000031.SZ","中粮地产","宋冰心","副总经理","1216200.0","女","中国","本科","不详"
"000031.SZ","中粮地产","宋冰心","董事会秘书","1216200.0","女","中国","本科","不详"
"000004.SZ","国农科技","徐文苏","财务总监","322900.0","男","中国","大专","不详"
"000004.SZ","国农科技","徐文苏","董事会秘书","322900.0","男","中国","大专","不详"
"000004.SZ","国农科技","李林琳","总经理","371000.0","女","中国","硕士","澳大利亚新南威尔士大学||北京大学"
"000004.SZ","国农科技","阮旭里","证券事务代表","85400.0","男","中国","硕士","不详"
"000004.SZ","国农科技","黄翔","常务副总经理","360200.0","男","中国","硕士","不详"
"000058.SZ","深赛格","朱龙清","副总经理","673400.0","男","中国","硕士","不详"
"000058.SZ","深赛格","徐仲阳","审计部负责人","","男","中国","本科","不详"
"000058.SZ","深赛格","彭爱云","副总经理, 董事会秘书","","男","中国","本科","不详"
"000058.SZ","深赛格","石广胤","证券事务代表","","男","中国","本科","不详"
"000038.SZ","深大通","吴文涛","证券事务代表","","男","中国","本科","不详"
"000038.SZ","深大通","王大永","副总经理","413500.0","男","中国","本科","不详"
"000038.SZ","深大通","李雪燕","董事会秘书","","女","中国","硕士","不详"
"000038.SZ","深大通","刘海滨","财务总监","","男","中国","本科","不详"
"000038.SZ","深大通","黄卫华","执行总经理","288500.0","男","中国","硕士","不详"
"000301.SZ","东方盛虹","孙怡虹","副总经理","435300.0","女","中国","本科","不详"
"000301.SZ","东方盛虹","汪钟颖","董事会秘书","379900.0","女","中国","本科","不详"
"000301.SZ","东方盛虹","计高雄","常务副总经理","615200.0","男","中国","本科","不详"
"000301.SZ","东方盛虹","沈继新","审计监察部经理","","女","中国","大专","中央广播电视大学"
"000301.SZ","东方盛虹","范佳健","证券事务代表","","男","中国","本科","不详"
"000301.SZ","东方盛虹","马小勇","副总经理","435300.0","男","中国","本科","不详"
"000301.SZ","东方盛虹","缪汉根","总经理","","男","中国","大专","不详"
"000301.SZ","东方盛虹","邱海荣","财务负责人","","男","中国","本科","不详"
"000061.SZ","农产品","陈小华","副总裁","1001700.0","男","中国","硕士","不详"
"000061.SZ","农产品","张键","副总裁","971300.0","男","中国","硕士","不详"
"000061.SZ","农产品","江疆","董事会秘书","821400.0","女","中国","硕士","不详"
"000061.SZ","农产品","张磊","财务总监","500000.0","男","中国","硕士","不详"
"000061.SZ","农产品","杜鹏","副总裁","998100.0","男","中国","硕士","不详"
"000061.SZ","农产品","薛彤","副总裁","954100.0","男","中国","硕士","不详"
"000061.SZ","农产品","黄明","总裁","","男","中国","本科","不详"
"000061.SZ","农产品","沈骅","副总裁","981800.0","男","中国","硕士","不详"
"000061.SZ","农产品","裴欣","证券事务代表","","女","中国","硕士","天津大学"
"000012.SZ","南玻A","卢文辉","常务副总裁","2805600.0","男","中国","本科","不详"
"000012.SZ","南玻A","杨昕宇","董事会秘书","850300.0","男","中国","博士","不详"
"000012.SZ","南玻A","李翠旭","副总裁","0.0","男","中国","硕士","不详"
"000012.SZ","南玻A","何进","副总裁","1354700.0","男","中国","硕士","不详"
"000012.SZ","南玻A","陈春燕","证券事务代表","","女","中国","本科","不详"
"000012.SZ","南玻A","王健","首席执行官","1091500.0","男","中国","不详","不详"
"000042.SZ","中洲控股","彭伟东","总经理","1968107.0","男","中国","硕士","不详"
"000042.SZ","中洲控股","叶晓东","副总经理, 财务总监","743868.0","男","中国","硕士","不详"
"000042.SZ","中洲控股","黄光立","证券事务代表","","男","中国","本科","不详"
"000042.SZ","中洲控股","吴艳萍","副总经理","","女","中国","硕士","不详"
"000042.SZ","中洲控股","王艺瑾","董事会秘书","","女","中国","博士","不详"
"000042.SZ","中洲控股","王玉林","副总裁","","男","中国","博士","不详"
"000005.SZ","世纪星源","罗晓春","董事局秘书","339000.0","男","中国","大专","不详"
"000005.SZ","世纪星源","雍正峰","财务总监","468000.0","男","中国","本科","不详"
"000005.SZ","世纪星源","吴祥中","财务副总监","365000.0","男","中国","硕士","不详"
"000005.SZ","世纪星源","郑列列","总裁","547000.0","男","中国","博士","不详"
"000005.SZ","世纪星源","丹尼尔·保泽方","助理总裁","157000.0","男","不详","本科","不详"
"000068.SZ","华控赛格","潘文堂","首席运营官","1637900.0","男","中国","硕士","不详"
"000068.SZ","华控赛格","邢春琪","总经理","1554100.0","男","中国","本科","不详"
"000068.SZ","华控赛格","叶伯乐","副总经理","740100.0","男","中国","硕士","清华大学"
"000068.SZ","华控赛格","丁勤","董事会秘书","830600.0","女","中国","本科","不详"
"000068.SZ","华控赛格","赵小伟","副总经理","1340600.0","男","中国","硕士","南开大学"
"000068.SZ","华控赛格","朱明扬","副总经理","1354900.0","男","中国","硕士","不详"
"000068.SZ","华控赛格","杜郁","副总经理","1314100.0","男","中国","本科","不详"
"000068.SZ","华控赛格","荣姝娟","财务总监","1302100.0","女","中国","硕士","不详"
"000069.SZ","华侨城A","王晓雯","总裁","0.0","女","中国","本科","不详"
"000069.SZ","华侨城A","关山","董事会秘书","1751471.36","男","中国","硕士","不详"
"000069.SZ","华侨城A","杨杰","副总裁","","男","中国","本科","不详"
"000069.SZ","华侨城A","张大帆","副总裁","","男","中国","硕士","不详"
"000069.SZ","华侨城A","袁静平","副总裁","","男","中国","硕士","不详"
"000069.SZ","华侨城A","陈兰","证券事务代表","","女","中国","本科","不详"
"000023.SZ","深天地A","展海波","总经理","832600.0","男","中国","本科","不详"
"000023.SZ","深天地A","侯剑","董事会秘书","576600.0","女","中国","硕士","不详"
"000023.SZ","深天地A","侯剑","副总经理","576600.0","女","中国","硕士","不详"
"000023.SZ","深天地A","石柱铭","副总经理","587300.0","男","中国","本科","不详"
"000023.SZ","深天地A","刘长有","副总经理","576600.0","男","中国","本科","不详"
"000023.SZ","深天地A","李佳杏","证券事务代表","","女","中国","本科","不详"
"000023.SZ","深天地A","姜家奇","经营总监","319900.0","男","中国","本科","不详"
"000023.SZ","深天地A","张慧","财务总监","281700.0","男","中国","本科","不详"
"000023.SZ","深天地A","王琳","证券事务代表","","女","中国","本科","不详"
"000023.SZ","深天地A","孟志锋","经营总监","425500.0","男","中国","本科","不详"
"000017.SZ","深中华A","李海","总裁","925300.0","男","中国","本科","深圳大学"
"000017.SZ","深中华A","崔红霞","证券事务代表","","女","中国","大专","不详"
"000017.SZ","深中华A","孙龙龙","董事会秘书","389200.0","男","中国","本科","上海财经大学"
"000017.SZ","深中华A","孙龙龙","财务总监","389200.0","男","中国","本科","上海财经大学"
"000017.SZ","深中华A","钟小津","证券事务代表","","男","中国","本科","不详"
"000025.SZ","特力A","冯宇","副总经理","661500.0","男","中国","本科","不详"
"000025.SZ","特力A","吕航","总经理","867800.0","男","中国","硕士","不详"
"000025.SZ","特力A","孙博伦","证券事务代表","","男","中国","硕士","不详"
"000025.SZ","特力A","娄红","财务总监","","女","中国","本科","不详"
"000025.SZ","特力A","谢旌","副总经理","","男","加拿大","本科","不详"
"000025.SZ","特力A","祁鹏","董事会秘书","560000.0","男","中国","硕士","不详"
"000099.SZ","中信海直","刘建新","副总经理","1465000.0","男","中国","硕士","不详"
"000099.SZ","中信海直","闫增军","副总经理","1734400.0","男","中国","本科","不详"
"000099.SZ","中信海直","王鹏","总经理","1927600.0","男","中国","本科","不详"
"000099.SZ","中信海直","许卫杰","副总经理","1733700.0","男","中国","本科","不详"
"000099.SZ","中信海直","徐树田","董事会秘书","1360600.0","男","中国","硕士","哈尔滨工程大学"
"000099.SZ","中信海直","何平安","内部审计机构负责人","","男","中国","本科","不详"
"000099.SZ","中信海直","王洁","证券事务代表","","女","中国","大专","不详"
"000099.SZ","中信海直","余金树","副总经理","1114700.0","男","中国","硕士","不详"
"000099.SZ","中信海直","余金树","财务负责人","1114700.0","男","中国","硕士","不详"
"000018.SZ","神州长城","孙羽","证券事务代表","","女","中国","本科","不详"
"000018.SZ","神州长城","冼志娟","审计部总经理","","女","中国","本科","不详"
"000018.SZ","神州长城","彭立志","常务副总经理","228000.0","男","中国","硕士","不详"
"000018.SZ","神州长城","方献忠","副总经理","","男","中国","硕士","不详"
"000018.SZ","神州长城","张健","副总经理","","男","中国","大专","不详"
"000018.SZ","神州长城","李尔龙","总经理","464600.0","男","中国","硕士","不详"
"000018.SZ","神州长城","梁荣","副总经理","418500.0","男","中国","硕士","不详"
"000018.SZ","神州长城","崔红丽","副总经理","360500.0","女","中国","本科","不详"
"000018.SZ","神州长城","杨春玲","董事会秘书","220800.0","女","中国","硕士","不详"
"000018.SZ","神州长城","杨春玲","副总经理, 财务总监","220800.0","女","中国","硕士","不详"
"000096.SZ","广聚能源","叶见青","副总经理","958900.0","男","中国","本科","不详"
"000096.SZ","广聚能源","李洪生","总经理","1331700.0","男","中国","硕士","不详"
"000096.SZ","广聚能源","嵇元弘","董事会秘书","847600.0","女","中国","本科","不详"
"000096.SZ","广聚能源","嵇元弘","副总经理","847600.0","女","中国","本科","不详"
"000096.SZ","广聚能源","陈强","副总经理","951400.0","男","中国","硕士","不详"
"000096.SZ","广聚能源","李涵","证券事务代表","","女","中国","硕士","不详"
"000096.SZ","广聚能源","黄邦欣","副总经理","","男","中国","硕士","不详"
"000045.SZ","深纺织A","朱梅柱","总经理","671600.0","男","中国","硕士","不详"
"000045.SZ","深纺织A","姜澎","董事会秘书处主任","464100.0","女","中国","本科","不详"
"000045.SZ","深纺织A","姜澎","董事会秘书","464100.0","女","中国","本科","不详"
"000045.SZ","深纺织A","朱静静","审计部经理","","女","中国","大专","不详"
"000045.SZ","深纺织A","乐坤久","副总经理","310800.0","男","中国","本科","不详"
"000045.SZ","深纺织A","邸燕","财务总监","514600.0","女","中国","硕士","不详"
"000045.SZ","深纺织A","李振宇","证券事务代表","","不详","中国","不详","不详"
"000045.SZ","深纺织A","刘洪雷","副总经理","438500.0","男","中国","本科","不详"
"000028.SZ","国药一致","陈常兵","董事会秘书","1250000.0","男","中国","硕士","不详"
"000028.SZ","国药一致","陈常兵","副总经理","1250000.0","男","中国","硕士","不详"
"000028.SZ","国药一致","魏平孝","财务总监","1575000.0","男","中国","硕士","不详"
"000028.SZ","国药一致","林心养","副总经理","1575000.0","男","中国","硕士","不详"
"000028.SZ","国药一致","林兆雄","总经理","2250000.0","男","中国","硕士","不详"
"000028.SZ","国药一致","林敏","副总经理","2025000.0","男","中国","硕士","不详"
"000028.SZ","国药一致","赵小川","副总经理","1575000.0","男","中国","本科","不详"
"000028.SZ","国药一致","郎葆瑃","总法律顾问","","男","中国","本科","不详"
"000028.SZ","国药一致","王兆宇","证券事务代表","","不详","中国","本科","不详"
"000028.SZ","国药一致","刘天尧","副总经理","","男","中国","硕士","不详"
"000100.SZ","TCL集团","王轶","副总裁","","男","中国","硕士","不详"
"000100.SZ","TCL集团","王成","高级副总裁","","男","中国","硕士","不详"
"000100.SZ","TCL集团","邵光洁","助理总裁","","女","中国","硕士","西安大学"
"000100.SZ","TCL集团","黄伟","高级副总裁","1266500.0","男","中国","硕士","不详"
"000100.SZ","TCL集团","黄旭斌","首席财务官","1445100.0","男","中国","硕士","财政部研究生部||湖南大学"
"000100.SZ","TCL集团","闫晓林","首席技术官","1745500.0","男","中国","博士","中国科学院"
"000100.SZ","TCL集团","闫晓林","高级副总裁","1745500.0","男","中国","博士","中国科学院"
"000100.SZ","TCL集团","金旴植","高级副总裁","8406400.0","男","韩国","硕士","韩国延世大学"
"000100.SZ","TCL集团","李东生","首席执行官","4865900.0","男","中国","本科","华南理工大学"
"000100.SZ","TCL集团","廖骞","董事会秘书","1011400.0","男","中国","硕士","云南大学||福州大学"
"000100.SZ","TCL集团","梁启春","助理总裁","","男","中国","硕士","不详"
"000100.SZ","TCL集团","杜娟","助理总裁","","女","中国","硕士","不详"
"000100.SZ","TCL集团","杜娟","首席运营官","","女","中国","硕士","不详"
"000100.SZ","TCL集团","戴钢","助理总裁","","男","中国","硕士","不详"
"000048.SZ","*ST康达","黄馨","执行副总裁","1847700.0","男","中国","硕士","成都电子科技大学"
"000048.SZ","*ST康达","廖益平","副总裁","1024800.0","男","中国","博士","不详"
"000048.SZ","*ST康达","谢永东","副总裁","","男","中国","硕士","不详"
"000048.SZ","*ST康达","巴根","总裁","","男","中国","本科","不详"
"000048.SZ","*ST康达","蔡新平","副总裁","","男","中国","本科","不详"
"000048.SZ","*ST康达","黄益武","副总裁, 财务总监","","男","中国","硕士","不详"
"000048.SZ","*ST康达","胡琴","副总裁, 董事会秘书","1910400.0","女","中国","硕士","不详"
"000408.SZ","藏格控股","冯民","总工程师","","男","中国","本科","成都地质学院"
"000408.SZ","藏格控股","肖瑶","总经理","435600.0","男","中国","本科","不详"
"000408.SZ","藏格控股","方丽","副总经理","305800.0","女","中国","本科","不详"
"000408.SZ","藏格控股","蒋秀恒","董事会秘书","305800.0","男","中国","硕士","不详"
"000408.SZ","藏格控股","吴卫东","副总经理","305800.0","男","中国","大专","不详"
"000408.SZ","藏格控股","曹东林","证券事务代表","","男","中国","本科","不详"
"000408.SZ","藏格控股","刘威","财务总监","227000.0","男","中国","大专","不详"
"000408.SZ","藏格控股","张生顺","副总经理","","男","中国","本科","不详"
"000411.SZ","英特集团","包志虎","副总经理","991000.0","男","中国","硕士","南京理工大学"
"000411.SZ","英特集团","罗国良","总经理","1305000.0","男","中国","硕士","不详"
"000411.SZ","英特集团","谭江","董事会秘书","","男","中国","硕士","不详"
"000411.SZ","英特集团","应徐颉","副总经理","1139000.0","男","中国","本科","沈阳药科大学"
"000411.SZ","英特集团","王江伟","副总经理","952000.0","男","中国","本科","浙江大学"
"000411.SZ","英特集团","谌明","财务总监","801000.0","男","中国","硕士","不详"
"000411.SZ","英特集团","吴敏英","副总经理","803000.0","女","中国","本科","不详"
"000411.SZ","英特集团","裘莉","证券事务代表","","女","中国","硕士","不详"
"000030.SZ","富奥股份","杜辛跃","副总经理","","男","中国","硕士","不详"
"000030.SZ","富奥股份","赵玉林","财务总监","640000.0","男","中国","硕士","不详"
"000030.SZ","富奥股份","甘先国","总经理","800000.0","男","中国","硕士","不详"
"000030.SZ","富奥股份","祖学忠","副总经理","640000.0","男","中国","硕士","不详"
"000030.SZ","富奥股份","孙海","副总经理","","男","中国","本科","不详"
"000030.SZ","富奥股份","张立德","副总经理","","男","中国","硕士","不详"
"000030.SZ","富奥股份","王晓平","董事会秘书","640000.0","男","中国","硕士","不详"
"000030.SZ","富奥股份","王晓平","副总经理","640000.0","男","中国","硕士","不详"
"000030.SZ","富奥股份","王淼","证券事务代表","","女","中国","本科","不详"
"000418.SZ","小天鹅A","孙宇男","财务总监","2885400.0","男","中国","硕士","不详"
